
# R11treat.dat
#
# This is a processed and treated version of the Cepheid and redshift datas from R11.
# (Riess et al. 2011 [R11], ApJ, 730, 119, Table 2)
#
# The description of each column can be found in the R11treat_info.txt file.
#

id	gal	z	dL	M	Merr	m	merr	P	logP	logO_H	bias	Pivot
421192	5584	0.005464	23.417142857142856	-8.394569526894408	0.38	23.4531	0.38	36.29	1.5597869682005565	-3.02	0.11	1.4741253668998888
253461	5584	0.005464	23.417142857142856	-7.865269526894409	0.6	23.9824	0.6	36.27	1.5595475555804343	-3.23	0.54	1.4741253668998888
200467	5584	0.005464	23.417142857142856	-7.491669526894405	0.35	24.356	0.35	35.85	1.5544891600038189	-3.27	0.28	1.4741253668998888
208725	5584	0.005464	23.417142857142856	-7.4894695268944105	0.44	24.3582	0.44	35.13	1.5456781497920256	-3.27	0.31	1.4741253668998888
493790	5584	0.005464	23.417142857142856	-7.321769526894407	0.6	24.5259	0.6	34.44	1.537063142781617	-2.95	0.53	1.4741253668998888
267902	5584	0.005464	23.417142857142856	-6.202069526894405	0.65	25.6456	0.65	33.47	1.524655712357777	-3.22	0.62	1.4741253668998888
644384	5584	0.005464	23.417142857142856	-6.632569526894407	0.69	25.2151	0.69	33.11	1.5199591807520685	-3.17	0.23	1.4741253668998888
220248	5584	0.005464	23.417142857142856	-7.788169526894407	0.28	24.0595	0.28	31.36	1.496376054012401	-3.23	0.09	1.4741253668998888
811974	5584	0.005464	23.417142857142856	-7.94406952689441	0.37	23.9036	0.37	31.06	1.4922014513925397	-3.24	0.14	1.4741253668998888
918325	5584	0.005464	23.417142857142856	-7.627169526894406	0.31	24.2205	0.31	30.5	1.4842998393467859	-3.19	0.14	1.4741253668998888
521128	5584	0.005464	23.417142857142856	-7.8363695268944085	0.4	24.0113	0.4	30.46	1.4837298990000238	-2.98	0.44	1.4741253668998888
464626	5584	0.005464	23.417142857142856	-7.703769526894412	0.36	24.1439	0.36	30.31	1.4815859363676223	-3.1	0.28	1.4741253668998888
378235	5584	0.005464	23.417142857142856	-7.629169526894408	0.19	24.2185	0.19	30.17	1.4795753101749884	-3.41	0.09	1.4741253668998888
418643	5584	0.005464	23.417142857142856	-8.304569526894412	0.3	23.5431	0.3	30.1	1.4785664955938433	-3.1	0.32	1.4741253668998888
511109	5584	0.005464	23.417142857142856	-7.566369526894405	0.44	24.2813	0.44	30.0	1.4771212547196624	-2.96	0.55	1.4741253668998888
466137	5584	0.005464	23.417142857142856	-7.805569526894409	0.55	24.0421	0.55	29.6	1.4712917110589385	-3.04	0.26	1.4741253668998888
1073820	5584	0.005464	23.417142857142856	-8.429669526894408	0.21	23.418	0.21	29.51	1.4699692094999595	-3.34	-0.1	1.4741253668998888
412396	5584	0.005464	23.417142857142856	-7.511569526894412	0.66	24.3361	0.66	28.87	1.4604467838807205	-3.09	0.46	1.4741253668998888
230093	5584	0.005464	23.417142857142856	-7.915269526894406	0.37	23.9324	0.37	28.36	1.4527062265110289	-3.21	0.29	1.4741253668998888
504490	5584	0.005464	23.417142857142856	-7.759269526894407	0.51	24.0884	0.51	28.31	1.4519398693651029	-2.92	0.56	1.4741253668998888
927325	5584	0.005464	23.417142857142856	-7.717069526894406	0.29	24.1306	0.29	27.86	1.4449811120879448	-3.24	0.23	1.4741253668998888
298430	5584	0.005464	23.417142857142856	-7.1089695268944055	0.3	24.7387	0.3	27.53	1.4398062113933303	-3.27	0.26	1.4741253668998888
602554	5584	0.005464	23.417142857142856	-8.092269526894405	0.46	23.7554	0.46	26.71	1.426673888021373	-3.18	0.34	1.4741253668998888
563696	5584	0.005464	23.417142857142856	-7.35866952689441	0.34	24.489	0.34	26.66	1.4258601450778403	-3.08	0.32	1.4741253668998888
711358	5584	0.005464	23.417142857142856	-6.659469526894412	0.39	25.1882	0.39	26.64	1.4255342204982635	-3.23	0.02	1.4741253668998888
852752	5584	0.005464	23.417142857142856	-8.37966952689441	0.27	23.468	0.27	26.36	1.4209454059219722	-3.16	0.22	1.4741253668998888
519642	5584	0.005464	23.417142857142856	-8.63586952689441	0.43	23.2118	0.43	25.75	1.4107772333772097	-2.95	0.47	1.4741253668998888
550434	5584	0.005464	23.417142857142856	-7.3045695268944115	0.28	24.5431	0.28	25.59	1.4080702858871854	-3.36	0.07	1.4741253668998888
740028	5584	0.005464	23.417142857142856	-7.585369526894411	0.63	24.2623	0.63	25.57	1.4077307280263354	-3.0	0.38	1.4741253668998888
825506	5584	0.005464	23.417142857142856	-5.9417695268944115	0.49	25.9059	0.49	25.3	1.403120521175818	-3.19	0.16	1.4741253668998888
912240	5584	0.005464	23.417142857142856	-7.014869526894408	0.41	24.8328	0.41	25.06	1.3989810666581313	-3.18	0.27	1.4741253668998888
892554	5584	0.005464	23.417142857142856	-7.9088695268944065	0.38	23.9388	0.38	25.02	1.3982873053574012	-3.19	0.2	1.4741253668998888
729270	5584	0.005464	23.417142857142856	-7.197669526894408	0.27	24.65	0.27	24.71	1.3928727454020795	-3.36	0.23	1.4741253668998888
82928	5584	0.005464	23.417142857142856	-7.066169526894406	0.43	24.7815	0.43	24.28	1.38524868240322	-3.36	0.09	1.4741253668998888
552392	5584	0.005464	23.417142857142856	-6.314869526894405	0.33	25.5328	0.33	23.44	1.369957607346053	-3.36	0.14	1.4741253668998888
534937	5584	0.005464	23.417142857142856	-7.239969526894406	0.13	24.6077	0.13	23.33	1.3679147387937527	-3.39	0.33	1.4741253668998888
549585	5584	0.005464	23.417142857142856	-7.392569526894405	0.47	24.4551	0.47	22.92	1.3602146132953523	-2.99	0.65	1.4741253668998888
853244	5584	0.005464	23.417142857142856	-5.607669526894412	0.69	26.24	0.69	22.52	1.3525683861793085	-3.2	0.28	1.4741253668998888
321323	5584	0.005464	23.417142857142856	-7.52456952689441	0.76	24.3231	0.76	21.51	1.3326404103874625	-3.17	0.92	1.4741253668998888
787283	5584	0.005464	23.417142857142856	-7.345369526894409	0.5	24.5023	0.5	21.07	1.3236645356081003	-3.03	0.54	1.4741253668998888
889136	5584	0.005464	23.417142857142856	-7.779169526894407	0.35	24.0685	0.35	20.77	1.317436496535099	-3.25	0.2	1.4741253668998888
258671	5584	0.005464	23.417142857142856	-6.757669526894411	0.43	25.09	0.43	20.28	1.3070679506612983	-3.21	0.81	1.4741253668998888
136908	5584	0.005464	23.417142857142856	-7.078469526894409	0.51	24.7692	0.51	19.6	1.2922560713564761	-3.36	0.51	1.4741253668998888
482301	5584	0.005464	23.417142857142856	-6.29766952689441	0.72	25.55	0.72	18.43	1.2655253352190738	-2.96	1.09	1.4741253668998888
710341	5584	0.005464	23.417142857142856	-7.87686952689441	0.47	23.9708	0.47	17.99	1.2550311633455513	-3.15	0.52	1.4741253668998888
1006820	5584	0.005464	23.417142857142856	-6.055069526894407	0.31	25.7926	0.31	17.3	1.2380461031287955	-3.31	0.83	1.4741253668998888
666561	5584	0.005464	23.417142857142856	-7.8655695268944115	0.43	23.9821	0.43	17.08	1.2324878663529861	-2.92	0.9	1.4741253668998888
429073	5584	0.005464	23.417142857142856	-6.23516952689441	0.53	25.6125	0.53	16.4	1.2148438480476977	-3.13	0.55	1.4741253668998888
590730	5584	0.005464	23.417142857142856	-6.057669526894408	0.58	25.79	0.58	14.49	1.1610683854711745	-3.11	0.58	1.4741253668998888
790690	5584	0.005464	23.417142857142856	-6.9591695268944065	0.63	24.8885	0.63	14.45	1.1598678470925667	-3.41	0.28	1.4741253668998888
14850	4038	0.005477	23.472857142857144	-7.803629778170958	0.44	24.0492	0.44	20.11	1.303412070596742	-2.94	1.3	1.4741253668998888
2741	4038	0.005477	23.472857142857144	-7.5254297781709525	0.37	24.3274	0.37	20.96	1.321391278311689	-3.02	0.89	1.4741253668998888
1786	4038	0.005477	23.472857142857144	-8.196129778170956	0.42	23.6567	0.42	23.36	1.368472838440362	-3.08	0.23	1.4741253668998888
79340	4038	0.005477	23.472857142857144	-8.120829778170958	0.36	23.732	0.36	23.4	1.3692158574101427	-3.18	1.05	1.4741253668998888
90544	4038	0.005477	23.472857142857144	-8.034429778170953	0.6	23.8184	0.6	23.42	1.3695868907363444	-3.28	0.79	1.4741253668998888
61885	4038	0.005477	23.472857142857144	-8.235829778170952	0.48	23.617	0.48	25.89	1.4131320504348721	-2.9	1.38	1.4741253668998888
66226	4038	0.005477	23.472857142857144	-8.103829778170955	0.54	23.749	0.54	26.41	1.421768401206924	-2.99	0.67	1.4741253668998888
2899	4038	0.005477	23.472857142857144	-8.159929778170955	0.39	23.6929	0.39	28.29	1.451632947456991	-3.02	0.33	1.4741253668998888
50618	4038	0.005477	23.472857142857144	-6.679729778170952	0.61	25.1731	0.61	30.05	1.4778444763387584	-3.0	1.02	1.4741253668998888
61212	4038	0.005477	23.472857142857144	-8.646629778170954	0.55	23.2062	0.55	30.06	1.4779889762508893	-3.03	0.61	1.4741253668998888
14127	4038	0.005477	23.472857142857144	-7.468229778170958	0.5	24.3846	0.5	32.61	1.513350798805957	-2.95	0.74	1.4741253668998888
66568	4038	0.005477	23.472857142857144	-7.437929778170954	0.57	24.4149	0.57	35.15	1.5459253293558428	-3.0	0.17	1.4741253668998888
2098	4038	0.005477	23.472857142857144	-7.663829778170957	0.45	24.189	0.45	36.06	1.5570257223863833	-3.05	0.32	1.4741253668998888
52139	4038	0.005477	23.472857142857144	-8.186129778170958	0.42	23.6667	0.42	36.53	1.5626496722119168	-2.88	1.01	1.4741253668998888
56965	4038	0.005477	23.472857142857144	-9.006929778170955	0.57	22.8459	0.57	37.87	1.5782953051208262	-2.95	0.58	1.4741253668998888
12318	4038	0.005477	23.472857142857144	-8.308229778170954	0.57	23.5446	0.57	38.71	1.587823171318955	-2.94	1.01	1.4741253668998888
57613	4038	0.005477	23.472857142857144	-8.603829778170955	0.51	23.249	0.51	39.82	1.6001012556913907	-2.99	0.36	1.4741253668998888
59401	4038	0.005477	23.472857142857144	-8.086829778170959	0.43	23.766	0.43	40.07	1.6028193424326997	-2.96	0.67	1.4741253668998888
61493	4038	0.005477	23.472857142857144	-7.674129778170958	0.54	24.1787	0.54	40.84	1.6110857334148727	-2.96	0.39	1.4741253668998888
67110	4038	0.005477	23.472857142857144	-7.570029778170955	0.48	24.2828	0.48	41.07	1.6135247028536523	-2.99	0.37	1.4741253668998888
87068	4038	0.005477	23.472857142857144	-7.494829778170953	0.54	24.358	0.54	42.41	1.6274682724597096	-3.18	0.28	1.4741253668998888
60844	4038	0.005477	23.472857142857144	-8.449229778170952	0.54	23.4036	0.54	42.91	1.6325585145326718	-2.97	0.47	1.4741253668998888
75207	4038	0.005477	23.472857142857144	-8.183529778170957	0.37	23.6693	0.37	42.99	1.633367445117007	-3.03	0.12	1.4741253668998888
1757	4038	0.005477	23.472857142857144	-8.559429778170959	0.27	23.2934	0.27	43.98	1.6432552250247716	-3.05	0.21	1.4741253668998888
40839	4038	0.005477	23.472857142857144	-8.066129778170954	0.35	23.7867	0.35	45.85	1.6613393400060399	-2.95	0.55	1.4741253668998888
63839	4038	0.005477	23.472857142857144	-8.222029778170956	0.39	23.6308	0.39	46.16	1.664265800147675	-2.98	0.34	1.4741253668998888
74894	4038	0.005477	23.472857142857144	-9.264129778170956	0.5	22.5887	0.5	46.31	1.6656747809938934	-3.11	0.69	1.4741253668998888
80094	4038	0.005477	23.472857142857144	-9.189629778170955	0.47	22.6632	0.47	46.73	1.6695957810243134	-3.11	0.33	1.4741253668998888
49858	4038	0.005477	23.472857142857144	-7.902829778170954	0.49	23.95	0.49	50.34	1.7019132112123438	-2.98	0.77	1.4741253668998888
88457	4038	0.005477	23.472857142857144	-8.383529778170953	0.43	23.4693	0.43	53.95	1.7319914490189294	-3.22	1.06	1.4741253668998888
12435	4038	0.005477	23.472857142857144	-8.234929778170958	0.52	23.6179	0.52	54.5	1.7363965022766426	-2.91	0.8	1.4741253668998888
61356	4038	0.005477	23.472857142857144	-7.767129778170954	0.57	24.0857	0.57	58.78	1.7692295817365937	-2.96	0.39	1.4741253668998888
82809	4038	0.005477	23.472857142857144	-9.165129778170956	0.43	22.6877	0.43	61.04	1.785614524946824	-3.19	0.5	1.4741253668998888
77376	4038	0.005477	23.472857142857144	-8.726829778170952	0.62	23.126	0.62	61.36	1.7878853509409245	-3.09	0.79	1.4741253668998888
62538	4038	0.005477	23.472857142857144	-9.237629778170954	0.29	22.6152	0.29	64.41	1.8089532991559112	-3.03	0.27	1.4741253668998888
10441	4038	0.005477	23.472857142857144	-7.657129778170955	0.63	24.1957	0.63	66.68	1.8239955911559678	-2.94	0.83	1.4741253668998888
67639	4038	0.005477	23.472857142857144	-8.847629778170955	0.38	23.0052	0.38	72.93	1.8629062135629981	-2.93	0.26	1.4741253668998888
67811	4038	0.005477	23.472857142857144	-9.417329778170954	0.21	22.4355	0.21	76.83	1.8855308331880922	-3.08	0.21	1.4741253668998888
5006	4038	0.005477	23.472857142857144	-8.896129778170952	0.45	22.9567	0.45	102.9	2.012415374762433	-2.98	0.31	1.4741253668998888
16265	4038	0.005477	23.472857142857144	-9.594029778170954	0.39	22.2588	0.39	117.6	2.0704073217401198	-2.89	0.21	1.4741253668998888
24649	4038	0.005477	23.472857142857144	-9.552829778170954	0.35	22.3	0.35	118.8	2.074816440645175	-2.84	0.39	1.4741253668998888
8342	4038	0.005477	23.472857142857144	-9.117129778170954	0.27	22.7357	0.27	121.8	2.0856472882968564	-2.95	0.05	1.4741253668998888
5625	4038	0.005477	23.472857142857144	-10.083529778170954	0.31	21.7693	0.31	133.9	2.126780577012009	-2.98	0.13	1.4741253668998888
41146	4038	0.005477	23.472857142857144	-9.597229778170954	0.21	22.2556	0.21	162.1	2.209783014848515	-2.93	0.15	1.4741253668998888
69575	4038	0.005477	23.472857142857144	-10.201529778170956	0.16	21.6513	0.16	197.1	2.2946866242794433	-2.96	0.05	1.4741253668998888
27608	4038	0.005477	23.472857142857144	-9.917729778170957	0.3	21.9351	0.3	203.3	2.3081373786380386	-2.83	0.1	1.4741253668998888
50193	4258	0.001494	6.402857142857144	-8.168069060923926	0.15	20.8638	0.15	93.23	1.9695556842208435	-3.05	0.05	1.4741253668998888
42837	4258	0.001494	6.402857142857144	-8.673169060923929	0.18	20.3587	0.18	95.92	1.9819091700907923	-3.04	0.05	1.4741253668998888
9633	4258	0.001494	6.402857142857144	-8.915669060923928	0.23	20.1162	0.23	69.46	1.8417347789747436	-3.0	0.1	1.4741253668998888
31107	4258	0.001494	6.402857142857144	-7.937969060923926	0.24	21.0939	0.24	58.21	1.7649975992848805	-3.03	0.07	1.4741253668998888
15470	4258	0.001494	6.402857142857144	-8.748669060923927	0.27	20.2832	0.27	50.7	1.705007959333336	-3.01	0.22	1.4741253668998888
47358	4258	0.001494	6.402857142857144	-7.804469060923928	0.27	21.2274	0.27	50.89	1.7066324508732946	-3.04	0.14	1.4741253668998888
29058	4258	0.001494	6.402857142857144	-7.831369060923926	0.33	21.2005	0.33	40.54	1.60788374435699	-3.03	0.3	1.4741253668998888
34159	4258	0.001494	6.402857142857144	-7.675969060923929	0.32	21.3559	0.32	41.57	1.6187800245062147	-3.03	0.26	1.4741253668998888
19435	4258	0.001494	6.402857142857144	-8.448069060923928	0.35	20.5838	0.35	39.53	1.5969268143429707	-3.01	0.25	1.4741253668998888
8480	4258	0.001494	6.402857142857144	-8.069369060923929	0.43	20.9625	0.43	37.63	1.5755342183198644	-3.02	0.11	1.4741253668998888
49279	4258	0.001494	6.402857142857144	-7.717269060923929	0.27	21.3146	0.27	36.12	1.5577477416414682	-3.06	0.16	1.4741253668998888
8723	4258	0.001494	6.402857142857144	-6.6954690609239265	0.46	22.3364	0.46	35.57	1.5510838651857803	-3.01	0.52	1.4741253668998888
17423	4258	0.001494	6.402857142857144	-7.312569060923927	0.4	21.7193	0.4	34.57	1.5386993795424069	-3.01	0.38	1.4741253668998888
15103	4258	0.001494	6.402857142857144	-6.139269060923926	0.61	22.8926	0.61	34.36	1.5360531551592047	-3.01	0.5	1.4741253668998888
33434	4258	0.001494	6.402857142857144	-8.491669060923929	0.32	20.5402	0.32	34.48	1.537567257152675	-3.03	0.41	1.4741253668998888
17369	4258	0.001494	6.402857142857144	-7.851869060923928	0.37	21.18	0.37	34.93	1.5431985856376467	-3.03	0.1	1.4741253668998888
189390	4258	0.001494	6.402857142857144	-7.331369060923926	0.29	21.7005	0.29	34.41	1.53668467262093	-3.05	0.22	1.4741253668998888
22927	4258	0.001494	6.402857142857144	-7.878269060923927	0.29	21.1536	0.29	33.99	1.5313511645830598	-3.02	0.47	1.4741253668998888
3147	4258	0.001494	6.402857142857144	-6.945969060923929	0.41	22.0859	0.41	33.39	1.5236164190543708	-3.01	0.37	1.4741253668998888
36217	4258	0.001494	6.402857142857144	-6.254369060923928	0.53	22.7775	0.53	31.1	1.4927603890268375	-3.03	0.34	1.4741253668998888
36357	4258	0.001494	6.402857142857144	-6.8844690609239265	0.41	22.1474	0.41	29.48	1.4695274791870139	-3.04	0.49	1.4741253668998888
21518	4258	0.001494	6.402857142857144	-7.6904690609239275	0.34	21.3414	0.34	30.95	1.4906606533561368	-3.04	0.3	1.4741253668998888
14316	4258	0.001494	6.402857142857144	-7.049269060923926	0.44	21.9826	0.44	29.63	1.4717316514800511	-3.01	0.62	1.4741253668998888
44839	4258	0.001494	6.402857142857144	-7.062869060923926	0.47	21.969	0.47	24.95	1.3970705499594087	-3.05	0.64	1.4741253668998888
30136	4258	0.001494	6.402857142857144	-7.057969060923927	0.47	21.9739	0.47	26.07	1.416141031168329	-3.02	0.64	1.4741253668998888
46945	4258	0.001494	6.402857142857144	-7.3108690609239275	0.49	21.721	0.49	25.12	1.4000196350651586	-3.05	0.37	1.4741253668998888
24960	4258	0.001494	6.402857142857144	-7.276469060923926	0.38	21.7554	0.38	25.49	1.4063698354692675	-3.01	0.56	1.4741253668998888
56661	4258	0.001494	6.402857142857144	-6.000669060923929	0.42	23.0312	0.42	23.83	1.3771240423464561	-3.06	0.34	1.4741253668998888
9241	4258	0.001494	6.402857142857144	-7.067069060923927	0.5	21.9648	0.5	27.25	1.4353665066126613	-3.02	0.53	1.4741253668998888
31615	4258	0.001494	6.402857142857144	-7.373069060923928	0.5	21.6588	0.5	23.98	1.37984917876283	-3.03	0.71	1.4741253668998888
43119	4258	0.001494	6.402857142857144	-7.510369060923928	0.38	21.5215	0.38	23.81	1.3767593954048798	-3.04	0.4	1.4741253668998888
8361	4258	0.001494	6.402857142857144	-7.212069060923927	0.44	21.8198	0.44	23.79	1.3763944420372662	-3.01	0.69	1.4741253668998888
17151	4258	0.001494	6.402857142857144	-7.478369060923928	0.35	21.5535	0.35	22.35	1.3492775274679554	-3.01	0.57	1.4741253668998888
23741	4258	0.001494	6.402857142857144	-6.6381690609239286	0.56	22.3937	0.56	22.68	1.355643050220869	-3.01	0.51	1.4741253668998888
14643	4258	0.001494	6.402857142857144	-6.159069060923926	0.44	22.8728	0.44	22.04	1.3432115901797474	-3.01	0.92	1.4741253668998888
17357	4258	0.001494	6.402857142857144	-7.417969060923927	0.36	21.6139	0.36	22.45	1.351216345339342	-3.01	0.6	1.4741253668998888
34408	4258	0.001494	6.402857142857144	-7.270369060923926	0.55	21.7615	0.55	22.42	1.3506356082589543	-3.03	0.68	1.4741253668998888
12898	4258	0.001494	6.402857142857144	-6.227269060923927	0.56	22.8046	0.56	22.82	1.3583156400821959	-3.01	0.78	1.4741253668998888
14775	4258	0.001494	6.402857142857144	-6.887069060923928	0.39	22.1448	0.39	21.61	1.3346547668832414	-3.01	1.11	1.4741253668998888
1824	4258	0.001494	6.402857142857144	-6.457269060923927	0.45	22.5746	0.45	20.1	1.3031960574204888	-3.0	0.77	1.4741253668998888
8052	4258	0.001494	6.402857142857144	-7.350869060923927	0.53	21.681	0.53	20.76	1.3172273491764204	-3.0	0.81	1.4741253668998888
6616	4258	0.001494	6.402857142857144	-6.253169060923927	0.49	22.7787	0.49	16.99	1.2301933788690456	-3.0	1.17	1.4741253668998888
40434	4258	0.001494	6.402857142857144	-6.872069060923927	0.48	22.1598	0.48	16.43	1.2156375634350618	-3.02	0.82	1.4741253668998888
38988	4258	0.001494	6.402857142857144	-6.040369060923929	0.67	22.9915	0.67	17.53	1.243781916093795	-3.04	1.0	1.4741253668998888
158057	4258	0.001494	6.402857142857144	-5.582069060923928	0.62	23.4498	0.62	16.68	1.2221960463017199	-3.01	0.98	1.4741253668998888
19414	4258	0.001494	6.402857142857144	-6.130869060923928	0.44	22.901	0.44	16.38	1.2143138974243997	-3.02	0.68	1.4741253668998888
49332	4258	0.001494	6.402857142857144	-5.992969060923926	0.49	23.0389	0.49	16.0	1.2041199826559248	-3.04	0.8	1.4741253668998888
11066	4258	0.001494	6.402857142857144	-5.827969060923927	0.55	23.2039	0.55	15.91	1.2016701796465816	-3.0	1.15	1.4741253668998888
60978	4258	0.001494	6.402857142857144	-4.961569060923928	0.67	24.0703	0.67	15.21	1.1821292140529984	-3.05	0.8	1.4741253668998888
29222	4258	0.001494	6.402857142857144	-6.5654690609239275	0.6	22.4664	0.6	14.58	1.1637575239819558	-3.02	0.75	1.4741253668998888
16299	4258	0.001494	6.402857142857144	-5.066669060923928	0.72	23.9652	0.72	12.28	1.0891983668051488	-3.01	1.3	1.4741253668998888
51416	4258	0.001494	6.402857142857144	-5.897569060923928	0.56	23.1343	0.56	11.09	1.04493154614916	-3.06	1.07	1.4741253668998888
57246	4258	0.001494	6.402857142857144	-5.926769060923927	0.45	23.1051	0.45	10.9	1.0374264979406236	-3.06	1.09	1.4741253668998888
20566	4258	0.001494	6.402857142857144	-6.938269060923929	0.56	22.0936	0.56	10.36	1.0153597554092142	-3.02	1.1	1.4741253668998888
25811	4258	0.001494	6.402857142857144	-5.776769060923929	0.61	23.2551	0.61	10.3	1.0128372247051722	-3.02	1.25	1.4741253668998888
25760	4258	0.001494	6.402857142857144	-5.029069060923927	0.54	24.0028	0.54	9.979	0.9990870226258883	-3.02	1.46	1.4741253668998888
64217	4258	0.001494	6.402857142857144	-6.037769060923928	0.51	22.9941	0.51	10.06	1.0025979807199086	-3.06	0.95	1.4741253668998888
89807	4258	0.001494	6.402857142857144	-8.438469060923929	0.11	20.5934	0.11	98.42	1.993083360698062	-3.07	0.03	1.4741253668998888
80885	4258	0.001494	6.402857142857144	-8.745169060923928	0.15	20.2867	0.15	65.23	1.8144473785224877	-3.07	0.04	1.4741253668998888
10849	4258	0.001494	6.402857142857144	-7.951269060923927	0.29	21.0806	0.29	51.51	1.711891549880579	-3.08	0.2	1.4741253668998888
77289	4258	0.001494	6.402857142857144	-7.969169060923928	0.18	21.0627	0.18	46.39	1.6664243725187595	-3.1	0.11	1.4741253668998888
1625	4258	0.001494	6.402857142857144	-8.264169060923926	0.29	20.7677	0.29	45.43	1.657342736814626	-3.08	0.16	1.4741253668998888
2686	4258	0.001494	6.402857142857144	-7.686469060923926	0.31	21.3454	0.31	44.05	1.6439459127480667	-3.12	0.1	1.4741253668998888
77610	4258	0.001494	6.402857142857144	-7.861869060923926	0.23	21.17	0.23	42.82	1.6316466629584194	-3.06	0.16	1.4741253668998888
32759	4258	0.001494	6.402857142857144	-7.637269060923927	0.23	21.3946	0.23	42.31	1.6264430253312947	-3.08	0.31	1.4741253668998888
475	4258	0.001494	6.402857142857144	-7.629569060923927	0.34	21.4023	0.34	41.88	1.6220066730068048	-3.07	0.17	1.4741253668998888
62769	4258	0.001494	6.402857142857144	-7.5475690609239265	0.25	21.4843	0.25	33.02	1.5187770689267748	-3.04	0.18	1.4741253668998888
97135	4258	0.001494	6.402857142857144	-6.673869060923927	0.28	22.358	0.28	31.78	1.5021538928713607	-3.08	0.1	1.4741253668998888
99756	4258	0.001494	6.402857142857144	-6.638269060923928	0.27	22.3936	0.27	29.05	1.4631461367263496	-3.1	0.21	1.4741253668998888
106960	4258	0.001494	6.402857142857144	-6.619569060923929	0.27	22.4123	0.27	28.26	1.4511721575125398	-3.08	0.13	1.4741253668998888
83857	4258	0.001494	6.402857142857144	-7.833469060923928	0.3	21.1984	0.3	28.13	1.4491697321652008	-3.07	0.19	1.4741253668998888
37683	4258	0.001494	6.402857142857144	-6.7899690609239265	0.31	22.2419	0.31	26.18	1.417969642214737	-3.03	0.48	1.4741253668998888
103070	4258	0.001494	6.402857142857144	-6.581069060923927	0.45	22.4508	0.45	24.86	1.395501124305626	-3.08	0.21	1.4741253668998888
33002	4258	0.001494	6.402857142857144	-5.619369060923926	0.56	23.4125	0.56	22.48	1.3517963068970236	-3.1	0.44	1.4741253668998888
104131	4258	0.001494	6.402857142857144	-7.048569060923928	0.25	21.9833	0.25	22.89	1.3596457926745429	-3.08	0.2	1.4741253668998888
105183	4258	0.001494	6.402857142857144	-6.986969060923929	0.26	22.0449	0.26	23.0	1.3617278360175928	-3.08	0.22	1.4741253668998888
24365	4258	0.001494	6.402857142857144	-6.579069060923928	0.59	22.4528	0.59	22.38	1.3498600821923312	-3.09	0.52	1.4741253668998888
95003	4258	0.001494	6.402857142857144	-6.373869060923926	0.29	22.658	0.29	20.57	1.313234291694724	-3.1	0.36	1.4741253668998888
93585	4258	0.001494	6.402857142857144	-6.449569060923928	0.41	22.5823	0.41	18.19	1.2598326990634836	-3.07	0.42	1.4741253668998888
99411	4258	0.001494	6.402857142857144	-5.383669060923928	0.5	23.6482	0.5	17.02	1.230959555748569	-3.08	0.35	1.4741253668998888
75254	4258	0.001494	6.402857142857144	-6.583669060923928	0.39	22.4482	0.39	16.52	1.2180100429843634	-3.05	0.38	1.4741253668998888
94632	4258	0.001494	6.402857142857144	-7.279269060923927	0.44	21.7526	0.44	16.03	1.2049335223541449	-3.09	0.39	1.4741253668998888
54398	4258	0.001494	6.402857142857144	-6.726469060923929	0.53	22.3054	0.53	15.73	1.1967287226232868	-3.09	0.81	1.4741253668998888
122858	4258	0.001494	6.402857142857144	-6.2716690609239265	0.33	22.7602	0.33	14.28	1.1547282074401555	-3.1	0.25	1.4741253668998888
111064	4258	0.001494	6.402857142857144	-6.9236690609239275	0.33	22.1082	0.33	14.59	1.1640552918934517	-3.1	0.35	1.4741253668998888
43585	4258	0.001494	6.402857142857144	-6.057269060923929	0.31	22.9746	0.31	14.8	1.1702617153949575	-3.16	0.09	1.4741253668998888
90355	4258	0.001494	6.402857142857144	-5.839069060923929	0.49	23.1928	0.49	14.5	1.1613680022349748	-3.07	0.24	1.4741253668998888
99783	4258	0.001494	6.402857142857144	-6.169869060923929	0.67	22.862	0.67	14.31	1.1556396337597763	-3.11	0.65	1.4741253668998888
58469	4258	0.001494	6.402857142857144	-5.034169060923929	0.84	23.9977	0.84	13.08	1.1166077439882485	-3.09	0.88	1.4741253668998888
59576	4258	0.001494	6.402857142857144	-5.572869060923928	0.61	23.459	0.61	12.65	1.1020905255118367	-3.04	0.72	1.4741253668998888
89618	4258	0.001494	6.402857142857144	-6.075969060923928	0.38	22.9559	0.38	12.47	1.0958664534785427	-3.06	0.55	1.4741253668998888
74725	4258	0.001494	6.402857142857144	-6.169869060923929	0.43	22.862	0.43	11.99	1.0788191830988487	-3.05	0.67	1.4741253668998888
126765	4258	0.001494	6.402857142857144	-4.4800690609239275	0.56	24.5518	0.56	11.64	1.0659529803138696	-3.11	0.28	1.4741253668998888
100093	4258	0.001494	6.402857142857144	-6.677069060923927	0.58	22.3548	0.58	12.02	1.0799044676667207	-3.09	0.46	1.4741253668998888
7952	4258	0.001494	6.402857142857144	-5.9408690609239265	0.53	23.091	0.53	11.92	1.0762762554042176	-3.09	1.04	1.4741253668998888
110213	4258	0.001494	6.402857142857144	-6.369769060923929	0.46	22.6621	0.46	11.6	1.0644579892269184	-3.1	0.53	1.4741253668998888
84547	4258	0.001494	6.402857142857144	-5.8439690609239285	0.36	23.1879	0.36	11.3	1.0530784434834197	-3.06	0.79	1.4741253668998888
